Utterance,Emotion,label
"Yeah, I already have my bell and later on...I get my bucket.",joy,1
"Yeah, yeah, I’m going to be out there spreading joy to the people.",joy,1
"I mean, last year, I spread a little joy but not really enough.",joy,1
"So this year, I’m going to do the whole city.",joy,1
"Ohh, you and your ways.  Since it’s Christmastime. I’m going to be one of those people collection donations.",joy,1
"Yeah, I already have my bell and later on...I get my bucket.",joy,1
"Yeah, yeah, I’m going to be out there spreading joy to the people.",joy,1
"I mean, last year, I spread a little joy but not really enough.",joy,1
"So this year, I’m going to do the whole city.",joy,1
"Oh! Look at that, time's up! My turn!",joy,1
"All right, then massage me up right nice!",joy,1
Ah! Ahh!! Ahh!!,joy,1
It's so good I don't know what I've done to deserve it!,joy,1
Say good-bye to sore muscles!,joy,1
Good-bye muscles!!,joy,1
Hi Bob!,joy,1
Hey Joe! You wanna shoot some hoops?,joy,1
"Oh no, I can’t go. I’m practicing; I got an audition to be the host of a new game show.",joy,1
"Yeah-yeah, and if I get it by day I’ll  Dr. Drake Remoray, but by night I’ll be  Joey Trrrribbiani!",joy,1
You’ll be perfect for this! That’s already your name!,joy,1
All right! Let’s play Bamboozled!,joy,1
"Yeah, isn’t that a cool name?",joy,1
Awesome!,joy,1
"Yeah, isn’t that a cool name?",joy,1
Yeah!,joy,1
Awesome!,joy,1
Yeah!,joy,1
Look at this!  There we go!,joy,1
"Well, yes! Just give me five minutes, I just have to find someone to cover my shift.",joy,1
"I, I can’t help you.",sadness,0
"That is a, that is a second date, that’s what that is!",sadness,0
"Oh, like I’d give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.",joy,1
Nice car!,joy,1
I love your car.,joy,1
Yeah!,joy,1
It’s got ‘em!,joy,1
YES!!,joy,1
Hello children!,joy,1
YES!!,joy,1
"So you risked your life, for a sandwich!",joy,1
"I know it sounds crazy, but Chandler this is  the greatest sandwich in the world!",joy,1
"So you didn't uh, choose Ross before me.",sadness,0
No! I would never do that! You-you're like my brother!,sadness,0
Thanks.,joy,1
"Oh-oi-ho, yeah!",joy,1
Yeah. With a bite!  Gee-e-e-eez!,joy,1
Check out the ring.,joy,1
Nice! One and a half carat easy.,joy,1
Nice! One and a half carat easy.,joy,1
Hey-hey Pheebs!,joy,1
Chandler’s gonna ask Monica to marry him!,joy,1
Hey-hey Pheebs!,joy,1
Chandler’s gonna ask Monica to marry him!,joy,1
Hey Pheebs!,joy,1
Hey!,joy,1
Check it out.  How much of a man am I?!,joy,1
Wow! Nice! Manly and also kind of a slut.,joy,1
The silk? Feels really good!,joy,1
"Ah yeah, sorry about that.",sadness,0
"Thanks for letting me stay here! I mean Monica’s place was nice, but her fiancée sure stares a lot.",joy,1
"Well, maybe after we get reacquainted uh, you can do me.",joy,1
"Hey! You guys! Check it out, check it out!  Guess which job I got.",joy,1
Yep. Pretty much.,joy,1
You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.,joy,1
Hey!,joy,1
"Okay.  You uh, you wanna hear something weird?",joy,1
"Okay.  You uh, you wanna hear something weird?",joy,1
I didn’t get the annulment.,sadness,0
We’re still married! Don’t tell Rachel. See you later.,joy,1
Fabulous.,joy,1
"Listen, drama critics they’re nothing but, but people who couldn’t make it as actors. You know what you should do?",joy,1
You dog!,joy,1
"Actually, no, we’re not.",joy,1
Emily!,joy,1
"I just, I had to see you one more time before you took-off.",joy,1
You are so sweet.,joy,1
"That’s, that’s, that’s a big candy bar. (She’s holding one of those huge",sadness,0
"I-I-I ah, I-I think I love you.",joy,1
"Hey Ross! So, I was checking out the uh, real estate section",sadness,0
I can’t believe they-they didn’t even tell us!,joy,1
I can’t believe they-they didn’t even tell us!,joy,1
"Like-like, hand modeling!",joy,1
Or-or magic!,joy,1
We could have our own show!,joy,1
Y'know we could clap our hands together people will love it!,joy,1
And-and-and I wrote a song for us!,joy,1
"(Singing, to the tune of",joy,1
"Well, she’ll understand right? It’s not like I did it on purpose.",sadness,0
"Well, can you blame her?",sadness,0
"Well I don’t know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could",joy,1
"Dad, dad I don’t want to hear about it.",sadness,0
We’ll-we’ll take stuff from mine and whatever we can pass off as hers we’ll-we’ll put ‘em in there.,joy,1
"Y’know Joey, I could teach you to sail if you want.",joy,1
Yeah! I’ve been sailing my whole life. When I was fifteen my dad bought me my own boat.,joy,1
Yeah! I’ve been sailing my whole life. When I was fifteen my dad bought me my own boat.,joy,1
"Guys, rules are good! Rules help control the fun!  Ohhh!",joy,1
Fun’s over,joy,1
Fun’s over,joy,1
"Well, it's official there are no good movies.",sadness,0
There’s this kid in my class who said he’s in love with me.,sadness,0
I do-I do,joy,1
Yeah!,joy,1
What-what-what-what is it?!,joy,1
"Oh, see now I feel bad for the kid!",sadness,0
I had a crush on a teacher once and it was so hard!,joy,1
I do-I do,joy,1
Yeah!,joy,1
What-what-what-what is it?!,joy,1
It-it—The point is my natural charisma has made him fail his midterm.,sadness,0
"Oh, see now I feel bad for the kid!",sadness,0
I had a crush on a teacher once and it was so hard!,joy,1
A new pair of shoes for the Chan-Chan man!  Yes!,joy,1
Yes! I've-I've never seen a roll like this in my life!,joy,1
"That's right baby! Okay, what do I want now?",joy,1
8. 8!,joy,1
Thank you!,joy,1
"If you get this one, we buy everybody here a steak dinner!",joy,1
I got it!,joy,1
Susan! Hi!,joy,1
Thank you so much.,joy,1
Susan! Hi!,joy,1
Hey!,joy,1
Thank you so much for coming.,joy,1
"Oh, I wouldn’t miss it for the world.",joy,1
Hello Ross.  I love what you’ve done with this space.,joy,1
Thank you so much.,joy,1
"Oh, I wouldn’t miss it for the world.",joy,1
Hello Ross.  I love what you’ve done with this space.,joy,1
"Look Ben, it's a toy that protects U.S. oil interests overseas!",joy,1
"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",sadness,0
I don’t have too. I can just look at you.,joy,1
I don’t have too. I can just look at you.,joy,1
"All right girls, and man. Let’s see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",joy,1
It’s hard this whole platonic thing.,sadness,0
Right!,joy,1
So like which of these two guys do you want to be?,sadness,0
Can I be that guy?,joy,1
Great story again! The yarns that you weave! Woo-hoo-hoo!,joy,1
"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",joy,1
"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",joy,1
Look at me! I'm Chandler! Could I,joy,1
"Hi, listen, I’m sorry about before.",sadness,0
Stop it Chandler.  I’m sorry too.,sadness,0
"Listen, we don’t have to make that a guest room, we can think of something to do with the room together.",joy,1
That’s a great idea! We can,joy,1
Oh good.,joy,1
That’s great. Good for you guys.,joy,1
That’s great. Good for you guys.,joy,1
"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",joy,1
"I'm sorry, that's all the time we have.",sadness,0
What uh-oh?,joy,1
"Well, Sid and I are trying again and we had trouble last time    because apparently we...",sadness,0
"I'd love to stay, but I have eh...  got    a hot date...",joy,1
This was fun! But I've got an invasive vaginal exam to get to!,joy,1
"I'd love to stay, but I have eh...  got    a hot date...",joy,1
"I don't want to be single, okay? I just... I just- I just wanna be married again!",sadness,0
"I just want to watch a little television. What is the big deal? Geez, relax mom.",sadness,0
Ramoray!,sadness,0
Oh! Thank God!,joy,1
Hope! Hope!,joy,1
Okay!,joy,1
Here we go!,joy,1
Okay!,joy,1
"Hi, Joey!",joy,1
It’s Rachel!,joy,1
Hope! Hope!,joy,1
Drake!,joy,1
"You’re not dying Hope, you’re gonna live a long, healthy life. With me.",joy,1
Oh Drake.,joy,1
Oh Drake.,joy,1
Okay!,joy,1
Here we go!,joy,1
Okay!,joy,1
"Hi, Joey!",joy,1
It’s Rachel!,joy,1
"Mom, would you relax.",sadness,0
"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",sadness,0
"Hi, hi can I help you?",joy,1
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy,1
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy,1
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy,1
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy,1
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy,1
Hey!,joy,1
Hey!,joy,1
Hey!,joy,1
You were the next caller five hours ago. You must be going crazy.,joy,1
You were the next caller five hours ago. You must be going crazy.,joy,1
"Oh, come on! I think he’s ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",joy,1
"Y’know what? I don’t, I don’t think Phoebe really wants to come.",joy,1
No! I do want to!,joy,1
"Oh, come on! I think he’s ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",joy,1
Yeah!,joy,1
"Y’know what? I don’t, I don’t think Phoebe really wants to come.",joy,1
These old things.,sadness,0
"You wouldn't return my calls, you sent back my letters....",sadness,0
"One more chance Ursula, please?",sadness,0
"One more chance Ursula, please?",sadness,0
Good deal.,joy,1
Hi!,joy,1
"Hi! All right, let’s go shoppin’!!",joy,1
"But since you were with Ross, I-I didn’t do anything about it.",joy,1
"Well, I’m-I’m Phoebe Buffay, hi!",joy,1
I’m-I’m-I’m hoping to be your uterus for the next nine months.,joy,1
"You should know, that we’re doing this for Frank and Alice, who you know, you’ve been there!",joy,1
"Umm, y’know they want you so much, so when you guys get in there, really grab on.",joy,1
"Okay, and-and I promise that I’ll keep you safe and warm until you’re ready to have them take you home, so… Oh!",joy,1
Uh-huh.  Good luck.,sadness,0
"Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so",sadness,0
"Ho-oh, he’s gonna get some!",joy,1
You were so funny with that waiter! You're such a nut!,joy,1
"Y'know, breadstick fangs are always funny.",joy,1
"No, you make them funny. You're the funny one!",joy,1
"But sometimes when you, when you playfully punch me like that it-it feels like someone's hitting me with a very tiny but very",joy,1
They made you head of the department!,joy,1
"No, I get to teach one of his advanced classes!  Why didn’t I get head of the department?",joy,1
"Ooh, I miss dating.",sadness,0
"I’m not gonna be able to do that for so long, and it’s so much fun!",joy,1
"No, I get to teach one of his advanced classes!  Why didn’t I get head of the department?",joy,1
Yes I do!,joy,1
"And we’re gonna go out, we’re gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",joy,1
"Ooh, great! Thanks!",joy,1
"Ooh, I miss dating.",sadness,0
"I’m not gonna be able to do that for so long, and it’s so much fun!",joy,1
Yes I do!,joy,1
"And we’re gonna go out, we’re gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",joy,1
Okay! I’ll go with ya! I’ll go! I’ll go with ya.,joy,1
Hi!,joy,1
Hey!,joy,1
"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",joy,1
"God, you have to tell me what happens tomorrow!",joy,1
Kiss me.,joy,1
"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",sadness,0
How can I accept that...,sadness,0
I can never kiss you again when it's all I can do not    to kiss you right now.,sadness,0
Kiss me.,joy,1
So what about us? Everything we feel for each other.,sadness,0
It's over! You,joy,1
"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",sadness,0
How can I accept that...,sadness,0
I can never kiss you again when it's all I can do not    to kiss you right now.,sadness,0
"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?",joy,1
I'd like to propose a toast.,joy,1
"Little toast here, ding ding.",joy,1
"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",joy,1
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,joy,1
I'd like to propose a toast.,joy,1
"Little toast here, ding ding.",joy,1
"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",joy,1
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,joy,1
That's so sweet.,joy,1
That's so sweet.,joy,1
"And hey, here's to a lousy Christmas.",joy,1
"And hey, here's to a lousy Christmas.",joy,1
And a crappy New Year.,joy,1
I'd like to propose a toast.,joy,1
"Little toast here, ding ding.",joy,1
"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",joy,1
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,joy,1
And a crappy New Year.,joy,1
"Here, here!",joy,1
That’s all!,sadness,0
"Please, promise me that you’ll tell her that.",sadness,0
"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",sadness,0
"See, me, I  love Tulsa!",joy,1
Tulsa is heaven!,joy,1
"Chandler, I…",joy,1
Wh-why  would I when your name is Elaine?,joy,1
"Oh what a great picture of your son,  strapping!",joy,1
"That’s a picture of your daughter, isn’t it,  well she’s lovely.",joy,1
I like a girl with a strong jaw.,sadness,0
"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",joy,1
"I mean, what am I gonna do without you?",sadness,0
Who's gonna crash the embassy parties with me?,sadness,0
Who's gonna take me to the,sadness,0
"Oh, I am so sorry.",sadness,0
"No me, I am so sorry...",sadness,0
"No me, I am so sorry...",sadness,0
You’re gonna love me so much. I got Sting tickets!!,joy,1
Oh my God! I do love you! How did you do it?!,joy,1
"Oo, where are the seats?",joy,1
No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,sadness,0
No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,sadness,0
It’s the strength you have inside that means the most to me.,joy,1
"You’re loyal, you’re honest, and you have integrity!",joy,1
That’s the kind of strength that I want in the man that I love!,joy,1
It’s the strength you have inside that means the most to me.,joy,1
"You’re loyal, you’re honest, and you have integrity!",joy,1
That’s the kind of strength that I want in the man that I love!,joy,1
Ummm. Oh! I’m sorry.  It’s a little old but,joy,1
I’m sorry. I didn’t—I don’t come in here a lot.,sadness,0
"Okay, I’m sorry.",sadness,0
Hello!,joy,1
"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",joy,1
"Whoa-whoops, I almost lost this baby!",joy,1
"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",joy,1
Oh hey! You got my parent’s gift!,joy,1
"Well, I don’t know. I think it does something to salami.",sadness,0
Hey! How’d it go?,sadness,0
"So,  Rachel Green will you marry me?",joy,1
Tag is not the father! And Joey knows now?,sadness,0
"I do Rach. I do, and I so happy for you.",joy,1
"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",joy,1
"So,  Rachel Green will you marry me?",joy,1
"Then we will sprinkle rose pedals on the bed and make love. Not just because it’s romantic, but because I can!",joy,1
I love you!,joy,1
Yes!,joy,1
I win again!,joy,1
Ha-ha!,joy,1
That’s like 500 bucks you owe me!,joy,1
Whoo-ho-hoo!,joy,1
$500 that is a loooot of electricity!,joy,1
Whoo-ho-ho!,joy,1
"Okay, get ready to owe me!",joy,1
"Don’t worry, I’m brave!",sadness,0
Oh please!  Did you hear that? Little drops of heaven.,joy,1
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sadness,0
"Don’t worry, I’m brave!",sadness,0
Hi!,joy,1
Hi!,joy,1
It’s candy time! My roommate says that they taste like little drops of heaven.,joy,1
Oh please!  Did you hear that? Little drops of heaven.,joy,1
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sadness,0
Aaron! You gotta let me go. The guy’s hammered!,joy,1
Yeah! You…you were wonderful.,joy,1
"Oh, thank you. You’re welcome.",joy,1
Is that my ass?,joy,1
Definitely!,joy,1
Hey!,joy,1
Hey!,joy,1
You look amazing. I'm the luckiest man in the world.,joy,1
"Ohh, you're about to get a little luckier.",joy,1
They look great! Does your boyfriend have the best taste or what?,joy,1
My boyfriend really does have good taste!,joy,1
And did you?!,sadness,0
Lift!! And slide!,joy,1
Lift!! And slide!,joy,1
"All right everyone, lift!  And slide!!",joy,1
"I mean, I realize that his feelings may never completely go away, but",sadness,0
"Oh?my Gawd, I-I understand.",sadness,0
"I-I am so sorry, I’ll go.",sadness,0
"Good-bye Monica , I wish you a lifetime of happiness with him.",sadness,0
I found my identical hand twin!,joy,1
She loves you!,sadness,0
She loves you!,sadness,0
"I mean, they're like- coyotes, picking off the weak members of the herd.",joy,1
"I know. I just wish that once, I'd bring a guy home that they actually liked.",sadness,0
That’s it?! I gave up my,joy,1
That’s right! You lose sucker!!  Please still marry me.,joy,1
Oh hey! How was your audition?,joy,1
Oh! You got it?!,sadness,0
"Well no, not yet. But the audition went really good.",joy,1
It’s really classy!,joy,1
"Oh, and the director is supposed to be the next next Martin Scorcese.",joy,1
Hello!,joy,1
They loved me!,joy,1
Oh my God!,joy,1
I know! My grandmother’s gonna see this!,joy,1
Grandma’s gonna have to get in line.,joy,1
"Well no, not yet. But the audition went really good.",joy,1
It’s really classy!,joy,1
"Oh, and the director is supposed to be the next next Martin Scorcese.",joy,1
Hello!,joy,1
They loved me!,joy,1
Oh my God!,joy,1
I know! My grandmother’s gonna see this!,joy,1
Oh please! It was such a big class! You never even noticed me!,joy,1
Ohh that’s so sweet!,joy,1
"Listen, I gotta tell ya, I-I’m having a great time!",joy,1
"Listen, I gotta tell ya, I-I’m having a great time!",joy,1
Dr. Geller!,joy,1
Burt!,joy,1
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",joy,1
Oh.,sadness,0
"Oh, well he's yummy. We did a little kissin'.",joy,1
"Look, he gave me his night vision goggles and everything.",joy,1
"Oh, well he's yummy. We did a little kissin'.",joy,1
"Look, he gave me his night vision goggles and everything.",joy,1
"Thank you, Monica.",joy,1
"Thank you, Monica.",joy,1
Hey guys check it out! My mom sent me the paper!,joy,1
"Ooh, let’s see it!",joy,1
There he is!,joy,1
There’s our star!,joy,1
There’s our star!,joy,1
Almost as good as that play with the two naked girls on the see-saw.,joy,1
I-I wasn’t in that.,sadness,0
So then you know?,joy,1
"But there was this stuff on leg waxing, it just, it looked so amazing....",joy,1
"Oh, it’s incredible! I so want to be a Waxine girl.",joy,1
I know!!,joy,1
Hello! Organic substances recently discovered in the depths of the rain forest!,joy,1
"Oh, 'scuse me. I was kinda using that machine.",joy,1
"Well, I think this is a great place to work!",joy,1
"Okay, I don’t know what to do anymore.",sadness,0
Well neither do I!,joy,1
"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",joy,1
She was totally at my mercy.,joy,1
"She seems really great, but she’s like totally great, but she lives two and a half hours away.",joy,1
"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",joy,1
She was totally at my mercy.,joy,1
Were you so late because you were burring this woman?,sadness,0
"She seems really great, but she’s like totally great, but she lives two and a half hours away.",joy,1
"Done! I did it! Heh, who’s stupid now?",joy,1
"No, there is no way! It can",joy,1
"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",joy,1
"Look, I wanted to tell I’m-I’m sorry you lost.",sadness,0
Hey!,joy,1
It’s Phoebe! Phoebe!,joy,1
Hey!,joy,1
"Look, I’m talking right now! You’re—you mean her.",joy,1
Hey!,joy,1
Hi Pheebs!,joy,1
"Oh, Pheebs, Pheebs...",joy,1
Paolo made a pass at me.,sadness,0
Right here!,sadness,0
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness,0
"It was a mistake. Please don’t take this to mean anything, because it doesn’t.",sadness,0
Really?,joy,1
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness,0
I can’t believe you’re gonna ask Monica to marry you!,joy,1
"Ohh, I lost my mom to suicide.",sadness,0
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,0
Did I use that already today? I’m sorry.,sadness,0
"Oh, I win! He’s got",joy,1
"I don’t know, my mother spent most of her money on her fourth wedding.",sadness,0
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sadness,0
"I don’t know, my mother spent most of her money on her fourth wedding.",sadness,0
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,0
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sadness,0
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,0
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,0
I’m Ross!,joy,1
"I’m divorced, and I have a kid!",joy,1
"Okay, good-good for you.",joy,1
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,0
I’m Ross!,joy,1
"I’m divorced, and I have a kid!",joy,1
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,joy,1
"All right, there you go!",joy,1
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,joy,1
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,0
I’m Ross!,joy,1
"I’m divorced, and I have a kid!",joy,1
"All right, there you go!",joy,1
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,0
I’m Ross!,joy,1
"I’m divorced, and I have a kid!",joy,1
"Okay, good-good for you.",joy,1
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,0
I’m Ross!,joy,1
"I’m divorced, and I have a kid!",joy,1
"It’s good to have you guys on my team, and I come to play.",joy,1
"Now, let’s go out there and get ‘em!",joy,1
"Yes, but there’s two in martini, soo everybody",joy,1
I like funny.,joy,1
"This team is about hard work, but it’s also about having fun.",joy,1
Good to have you aboard Bing!,joy,1
"Oh, that is so sweet.",joy,1
"No, no, ok, you hang up.",joy,1
"Ok, ok, one, two, three.",joy,1
Well you didn't hang up either.,joy,1
She didn't hang up either...,joy,1
"Ok, no, no, you hang up. You, you, y—",joy,1
"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,0
"Ohh, ohh.",sadness,0
"Hey! I'm in, they're gonna let me audition!",joy,1
Really? That's great!,joy,1
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",joy,1
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy,1
"Yeah well, he's not gonna get this one.",joy,1
Ben is way cuter than that kid.,joy,1
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",joy,1
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy,1
"Y'know, I don't really know you well enough for you to do that.",joy,1
That really was some of your best work.,joy,1
Okay! You get the vacuum cleaner and I’ll get the furniture polish!,joy,1
"Oh wow, what a beautiful name!  What is it again?",joy,1
Yeah!,joy,1
Do not take a nap on this stoop  or you can wake up with your shoes gone.,joy,1
"Sounds great! Okay, alright, well where does this go?",joy,1
"Look, I-I’m really sorry I let go of the bike.",sadness,0
"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness,0
"Well, I would love to but…the bike got stolen and the police have no suspects.",joy,1
Great! Great!  You’re making the bike very happy.,joy,1
Everything on your application looks really good—Ohh!,joy,1
"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",joy,1
Everything on your application looks really good—Ohh!,joy,1
"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",joy,1
You can call off the roommate search!  Hi! I’ll be living here.,joy,1
"Oh don’t listen to him, he’s just some guy who really wants the apartment, but I don’t think he’s gonna get it.",sadness,0
Estelle said I didn't get it.,sadness,0
Estelle said I didn't get it.,sadness,0
"Yeah, I thought so too but, she said the casting people had some problems with me.",joy,1
"Thanks guys!  I really appreciate this, y’know, but you don’t have to rub my butt.",joy,1
Oh yeah!,joy,1
"Yeah,  a Pretty Huge",joy,1
"So, uh, how's she doing?",sadness,0
The doctor says it's a matter of hours.,sadness,0
"Oh, you know what I loved?",joy,1
Her Sweet 'n' Los.,joy,1
How she was always stealing them from- from restaurants.,joy,1
The doctor says it's a matter of hours.,sadness,0
"How-how are you, Mom?",sadness,0
"How-how are you, Mom?",sadness,0
"Oh, you know what I loved?",joy,1
Her Sweet 'n' Los.,joy,1
How she was always stealing them from- from restaurants.,joy,1
"Oh, you know what I loved?",joy,1
Her Sweet 'n' Los.,joy,1
How she was always stealing them from- from restaurants.,joy,1
That's a good one!,joy,1
That's a good one!,joy,1
"Well, thanks a lot for hookin’ me up Rach. I want you to know that I want you to attend our wedding as my guest.",joy,1
"Stop saying, ""Blood"" to strangers.",sadness,0
"So, how about you huh? How do you know the happy couple?",joy,1
"I tell you, this wedding is not going to happen.",joy,1
Ohh. And I don’t even have a date.,sadness,0
"I tell you, this wedding is not going to happen.",joy,1
It’s perfect.,joy,1
"And, I don’t know, if it starts to rain",joy,1
That’s right! That’s right!,joy,1
"And us, we'll be like, 'Wh-whoa, dude.'",joy,1
"And us, we'll be like, 'Wh-whoa, dude.'",joy,1
"Oh, come on!",sadness,0
I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,sadness,0
"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,0
"Well, at least she had the chance to leave a man at the altar...",joy,1
"Well, at least she had the chance to leave a man at the altar...",joy,1
Hey Pheebs!,joy,1
"Well to tell you the truth, they uh,  they had a problem with the bag!",sadness,0
I don't wanna give up the bag.,sadness,0
Do I Rach?,sadness,0
"Well to tell you the truth, they uh,  they had a problem with the bag!",sadness,0
Y'know what? It was a stupid play anyway!,sadness,0
I don't wanna give up the bag.,sadness,0
Do I Rach?,sadness,0
Y'know what? It was a stupid play anyway!,sadness,0
"Y'know, Joey, I think it's time to give up the bag.",sadness,0
I don't wanna give up the bag.,sadness,0
Do I Rach?,sadness,0
I don't wanna give up the bag.,sadness,0
Do I Rach?,sadness,0
I just don't know if the world is ready for you and your bag.,sadness,0
I can't believe I'm hearing this!,sadness,0
Wait a minute!,sadness,0
I just don't know if the world is ready for you and your bag.,sadness,0
Wait a minute!,sadness,0
"Okay, great.",joy,1
Our last ocean view room was unacceptable to you.,joy,1
Hey!,joy,1
"Oh, I wouldn’t miss this.",joy,1
"Well, I’m very glad you’re here.",joy,1
"Oh, you’re such a gentleman.  Come on! We’re going to my place!",joy,1
Hey!,joy,1
"Oh, did you not want people to know that?",joy,1
"Great! All right, so I’ll call you later.",joy,1
Great!,joy,1
Great!,joy,1
What is the big deal? It’s not like we’re exclusive.,sadness,0
Can you people not see me?!,joy,1
Hey!,joy,1
Hi!,joy,1
"Well, so, why don’t you just turn it off?",joy,1
Hi!,joy,1
"Ooh, good, you’re hear! Okay.",joy,1
"Oh this, well I’m glad you asked.",joy,1
"Ooh, good, you’re hear! Okay.",joy,1
Hey!,joy,1
Hi!,joy,1
"Oh this, well I’m glad you asked.",joy,1
No!,joy,1
Hi!,joy,1
"Well, what-what ‘cha got there?",joy,1
"Oh this, well I’m glad you asked.",joy,1
No!,joy,1
Hi!,joy,1
"What? No! No, I’m not stopping. I’m Red Ross!",sadness,0
"I’m gonna go get him! Okay, I am going back in!",joy,1
The Red Ross! Okay.,joy,1
I like that.,joy,1
"Yeah? I can use that, trick hip, no cup, okay! Okay!",joy,1
"But-but, Liam’s on my team.",joy,1
"I’m gonna go get him! Okay, I am going back in!",joy,1
"Oh-oh! Okay, she’s kicking!",joy,1
I think that’s the youngest girl ever to reject me.,joy,1
I think that’s the youngest girl ever to reject me.,joy,1
Oh hey you guys!,joy,1
